CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41722059,DELTA SKY CLUB,Queens,4,JKF INTL AIRPORT,,7187042350,American,9/5/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,13,A,9/5/2019,4/12/2020,Cycle Inspection / Re-inspection,0,0,,,,,4,
41311641,ROLLIN GREENS,Queens,24777,JAMAICA AVENUE,11426,7183433313,American,5/22/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,33,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72584414,-73.71901915,413,23,161700,4176965,4086620032,QN43
40591856,LA NUEVA PLAYITA,Queens,14923,JAMAICA AVENUE,11435,7185585541,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/19/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,11,A,2/19/2019,4/12/2020,Cycle Inspection / Re-inspection,40.70195942,-73.80519121,412,24,24000,4206828,4096790082,QN61
50068674,IL MULINO,Manhattan,361,GREENWICH STREET,10013,2122238848,Italian,1/14/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,1/14/2020,4/12/2020,Cycle Inspection / Re-inspection,40.71908712,-74.01034269,101,1,3900,1084857,1001817501,MN24
50037340,HAYASHI JAPANESE CUISINE,Brooklyn,2901,OCEAN AVENUE,11235,7183683667,Japanese,2/21/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,,,4/12/2020,Cycle Inspection / Initial Inspection,40.59023659,-73.94966489,315,48,59401,3204594,3074411270,BK17
41689690,ANNIES FIRST WOK RESTAURANT,Brooklyn,155,YORK STREET,11201,7188524383,Chinese,11/30/2018,No violations were recorded at the time of this inspection.,,,,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.70143219,-73.98457484,302,33,2100,3000139,3000550001,BK38
50062479,DENG JI ll,Manhattan,51,DIVISION STREET,10002,9174751082,Chinese,11/8/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,25,B,11/8/2017,4/12/2020,Pre-permit (Operational) / Re-inspection,40.71416612,-73.99527453,103,1,800,1077595,1002810030,MN27
40879743,NEGRIL,Manhattan,70,WEST    3 STREET,10012,2124772804,Caribbean,3/1/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,3/1/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.72952867,-73.99833668,102,1,6500,1008638,1005377503,MN23
41694992,IMPERIAL PALACE,Queens,13613,37 AVENUE,11354,7189393501,Chinese,7/16/2018,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",N,18,B,7/16/2018,4/12/2020,Cycle Inspection / Re-inspection,40.76167379,-73.83058423,407,20,86900,4112375,4049770102,QN22
41616073,GRUENEBAUM'S BAKERY & CAFE,Bronx,5663,RIVERDALE AVENUE,10471,7184324779,Jewish/Kosher,9/24/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,53,,,4/12/2020,Cycle Inspection / Initial Inspection,40.90609655,-73.90431219,208,11,32300,2086317,2059530001,BX22
41686215,SHUN WON RESTAURANT,Queens,8125,BROADWAY,11373,7187793330,Chinese,4/19/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,26,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74309703,-73.88325165,404,25,26902,4307385,4015097501,QN29
50011214,THE CRABBY SHACK,Brooklyn,613,FRANKLIN AVENUE,11238,7184841570,American,1/19/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,12,A,1/19/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.6773996,-73.95552585,308,35,22100,3030246,3012110009,BK61
50096290,THE GUTHRIE INN,Manhattan,1259,PARK AVENUE,10029,9179811100,American,11/20/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,9,A,11/20/2019,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.78743575,-73.95189141,111,5,15802,1051721,1016250003,MN33
50043998,THE STATION CRAFT CUISINE,Queens,2507,QUEENS PLZ N,11101,7187861111,American,11/13/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,13,,,4/12/2020,Cycle Inspection / Initial Inspection,40.7508123,-73.93990647,401,26,3300,4005006,4004150004,QN68
41698723,FLORIDITA RESTAURANT,Manhattan,2276,12 AVENUE,10027,2126620090,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/18/2019,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,P,10/18/2019,4/12/2020,Cycle Inspection / Reopening Inspection,40.81779058,-73.96085097,109,7,21900,1059981,1020040012,MN06
50059684,ASHOKA,Manhattan,489,COLUMBUS AVENUE,10024,2128751400,Indian,11/21/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,53,,,4/12/2020,Cycle Inspection / Initial Inspection,40.78486816,-73.97333944,107,6,16900,1031246,1011970064,MN12
50056343,DAVIES ROTI SHOP AND SMOOTHIE BAR,Queens,12707,ROCKAWAY BLVD,11420,7186411769,Caribbean,12/5/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,25,,,4/12/2020,Cycle Inspection / Initial Inspection,40.67517935,-73.81055484,410,28,17800,4253004,4116920004,QN55
50008181,PASTEUR GRILL & NOODLES,Manhattan,85,BAXTER STREET,10013,2126083656,Vietnamese/Cambodian/Malaysia,10/22/2018,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,P,10/22/2018,4/12/2020,Cycle Inspection / Reopening Inspection,40.71677375,-73.99977274,103,1,2900,1002368,1001990003,MN27
50044944,FOY JUICE BAR & EATERY,Queens,21793,HEMPSTEAD AVE,11429,7187767164,American,3/27/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,,,4/12/2020,Cycle Inspection / Initial Inspection,40.71406266,-73.73837495,413,27,56800,4000000,4107640021,QN34
40545130,SPEEDY'S DELI,Manhattan,1271,BROADWAY,10001,2126838997,American,12/10/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,43,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74828856,-73.98846537,105,3,7600,1015834,1008330078,MN17
50002051,BEER CULTURE,Manhattan,328,WEST   45 STREET,10036,6465902139,American,2/27/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,2/27/2018,4/12/2020,Cycle Inspection / Re-inspection,40.75956686,-73.9893911,104,3,12100,1025001,1010350146,MN15
50056635,NEW DOUBLE HAPPINESS,Brooklyn,2637,86 STREET,11223,7182669898,Chinese,4/19/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,23,B,4/19/2018,4/12/2020,Cycle Inspection / Re-inspection,40.59603256,-73.98405916,311,47,40200,3340112,3070930044,BK29
50067646,BREAD & BUTTER,Manhattan,25,WEST   56 STREET,10019,2127670444,Delicatessen,9/29/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,35,C,9/29/2017,4/12/2020,Pre-permit (Operational) / Re-inspection,40.76272944,-73.97548899,105,4,11201,1081136,1012720020,MN17
50042487,BURGER KING,Brooklyn,1661,LINDEN BLVD,11212,7182271100,Hamburgers,5/31/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,5/31/2019,4/12/2020,Cycle Inspection / Re-inspection,40.65725413,-73.90060863,316,42,92000,3085904,3038630040,BK81
41054695,PICANTE MEXICAN BAR AND GRILL RESTAURANT,Manhattan,3424,BROADWAY,10031,2122346479,Mexican,1/23/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,11,A,1/23/2019,4/12/2020,Cycle Inspection / Re-inspection,40.82282426,-73.95306891,109,7,22500,1061726,1020710001,MN04
41643705,ZEN FUSION CUISINE,Queens,7928,PARSONS BOULEVARD,11366,7185915555,Asian,2/27/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,42,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72060053,-73.80925277,408,24,77904,4147723,4068170020,QN37
50071256,GUACUCO BED-STUY,Brooklyn,360,THROOP AVENUE,11221,7183872300,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/21/2017,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,8,,,4/12/2020,Pre-permit (Non-operational) / Initial Inspection,40.69195495,-73.94273997,303,36,26100,3413813,3017810040,BK75
41413315,GEORGE'S DINER-CAFE,Bronx,2369,WESTCHESTER AVENUE,10462,7188281170,American,7/18/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,11,A,7/18/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.83664762,-73.84686112,210,18,20200,2094931,2039700001,BX59
50060771,HAPPY WOK,Queens,6619,BEACH CHANNEL DR,11692,7189451202,Chinese,5/15/2019,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.59287553,-73.79543243,414,31,96400,4302002,4159130064,QN12
50048351,YERAS RESTAURANT SPORTS BAR,Queens,8609,NORTHERN BLVD,11372,3472424251,Spanish,10/31/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,43,C,10/31/2017,4/12/2020,Cycle Inspection / Re-inspection,40.75597087,-73.88145673,403,25,33700,4034746,4014160043,QN28
41336336,SOPHIE'S,Manhattan,507,EAST    5 STREET,10009,2122285680,American,1/29/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,1/29/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.72467481,-73.9839489,103,2,3200,1005080,1004010060,MN22
50058784,CYPRESS PIZZA,Brooklyn,3326,FULTON STREET,11208,7182777741,Pizza/Italian,12/26/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,12/26/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.68344484,-73.87285709,305,37,117800,3092735,3041460032,BK83
41377918,WOODSIDE CAFE,Queens,6006,WOODSIDE AVENUE,11377,7188993499,American,4/4/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,18,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74503504,-73.904216,402,26,24900,4031423,4013350031,QN63
40397791,PYRAMID,Manhattan,101,AVENUE A,10009,2122284888,"Bottled beverages, including water, sodas, juices, etc.",4/4/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,16,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72573152,-73.98377908,103,2,3200,1083477,1004340033,MN22
50060724,DISHES,Manhattan,827,3 AVENUE,10022,2128085511,American,6/21/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,6/21/2019,4/12/2020,Cycle Inspection / Re-inspection,40.75612713,-73.97052835,106,4,9800,1081182,1013240001,MN19
50004065,RINCONCITO FAMILIAR MEXICAN CUISINE,Brooklyn,4118,5 AVENUE,11232,3479873681,Mexican,5/15/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,24,,,4/12/2020,Cycle Inspection / Initial Inspection,40.64998503,-74.00524705,307,38,8200,3010753,3007190048,BK32
50017266,ALL ABOUT INDIAN FOOD,Brooklyn,443,BUSHWICK AVENUE,11206,7183811333,Indian,6/25/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,28,,,4/12/2020,Cycle Inspection / Initial Inspection,40.70223392,-73.93710845,301,34,48500,3071620,3031230005,BK78
41164472,RESTAURANTE ECUATORIANO GENESIS,Manhattan,538,WEST  207 STREET,10034,2129421222,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/12/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot food item not held at or above 140Âº F.,Y,63,,,4/12/2020,Cycle Inspection / Initial Inspection,40.86554692,-73.91985222,112,10,29300,1064779,1022220017,MN01
40850055,STAR LITE DELI,Manhattan,212,WEST   44 STREET,10036,2128401859,Delicatessen,8/17/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,39,C,8/17/2018,4/12/2020,Cycle Inspection / Re-inspection,40.75752446,-73.98649293,105,3,11900,1024706,1010150029,MN17
41261371,SUPER CROWN'S FRIED CHICKEN & PIZZA,Bronx,921,PROSPECT AVENUE,10459,7183281500,Chicken,4/25/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,,,4/12/2020,Cycle Inspection / Initial Inspection,40.82172604,-73.90077754,203,17,13300,2005012,2026770070,BX35
40719552,LEXINGTON CANDY SHOP,Manhattan,1226,LEXINGTON AVENUE,10028,2122880057,American,1/3/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,1/3/2018,4/12/2020,Cycle Inspection / Re-inspection,40.77744691,-73.95708719,108,4,14000,1047628,1015110057,MN40
41144262,BURGER KING,Brooklyn,6421,14 AVENUE,11219,7182368074,Hamburgers,5/14/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,13,A,5/14/2019,4/12/2020,Cycle Inspection / Re-inspection,40.62506801,-73.99886885,311,38,19400,3142086,3057480001,BK30
40587835,MCLOUGHLINS BAR,Queens,3106,BROADWAY,11106,7182789714,Irish,2/3/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,13,A,2/3/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.76188702,-73.92523334,401,22,5900,4008257,4006110033,QN70
41539256,WINGSTOP,Queens,3114,STEINWAY STREET,11103,7187779464,Chicken,1/18/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,12,A,1/18/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.76073173,-73.91757834,401,22,15500,4010524,4006580047,QN70
41617210,DORADO,Manhattan,28,EAST   12 STREET,10003,2126270900,Tex-Mex,12/3/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,12/3/2019,4/12/2020,Cycle Inspection / Re-inspection,40.73409028,-73.99323442,102,2,6100,1009280,1005690020,MN23
50005184,HIBINO LIC,Queens,1070,JACKSON AVE,11101,7183925190,Japanese,3/1/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,21,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74275946,-73.95219806,402,26,700,4000253,4000430008,QN31
41059709,"DUNKIN', BASKIN ROBBINS",Bronx,46,EAST  167 STREET,10452,7189929677,Donuts,11/15/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,11/15/2017,4/12/2020,Cycle Inspection / Re-inspection,40.83556964,-73.92086782,204,16,19700,2002998,2024880023,BX63
50055627,CANDLE CAFE,Manhattan,1307,3 AVENUE,10021,2124720970,Vegetarian,7/26/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,51,,,4/12/2020,Cycle Inspection / Initial Inspection,40.77154648,-73.95927166,108,4,13400,1044044,1014290045,MN31
50060601,AMENDMENT 18 (entrance on Dock Street),Staten Island,691,BAY STREET,10304,7183448927,American,6/27/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,31,C,6/27/2019,4/12/2020,Pre-permit (Operational) / Re-inspection,40.62510674,-74.07476415,501,49,600,5013228,5004960054,SI37
50002562,EXQUISITO RESTAURANT,Queens,2112,36TH AVENUE,11106,7187843505,Spanish,2/21/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9,A,2/21/2017,4/12/2020,Cycle Inspection / Re-inspection,40.75976941,-73.93658104,401,26,3300,4004269,4003480019,QN68
41644987,AMARONE RESTAURANT,Manhattan,686,9 AVENUE,10036,2122456060,Italian,2/4/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,B,2/4/2020,4/12/2020,Cycle Inspection / Re-inspection,40.76182312,-73.99014158,104,3,12700,1025123,1010380102,MN15
50038412,TWIN SISTER PAN,Brooklyn,6319,8TH AVE,11220,9173617189,Chinese,8/23/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,8/23/2018,4/12/2020,Cycle Inspection / Re-inspection,40.63337862,-74.01173807,310,38,12000,3141676,3057350001,BK34
50048295,"DUNKIN', BASKIN ROBBINS",Brooklyn,1993,ATLANTIC AVENUE,11233,7183425133,Donuts,11/20/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,9,A,11/20/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.67663934,-73.91632711,316,41,30100,3042426,3015620001,BK79
41301857,FIESTA CAFE BAR,Bronx,4640,3 AVENUE,10458,7187332211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/17/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,4/17/2018,4/12/2020,Cycle Inspection / Re-inspection,40.85641342,-73.8910013,206,15,38700,2011702,2030550056,BX06
50052060,GEORGE'S PIZZA,Manhattan,726,WEST  181 STREET,10033,2125686891,Pizza/Italian,2/1/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,26,B,2/1/2017,4/12/2020,Pre-permit (Operational) / Re-inspection,40.8505412,-73.93705443,112,10,26500,1064277,1021760119,MN36
50064934,SIMMER DOWN RESTAURANT,Brooklyn,133,ROCKAWAY AVENUE,11233,7183426128,Caribbean,9/24/2018,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Y,48,,,4/12/2020,Cycle Inspection / Initial Inspection,40.67815574,-73.91075145,316,37,36900,3042231,3015520007,BK79
50046759,THE GASTRO BAR,Manhattan,345,WEST   35 STREET,10001,6462008857,Tapas,12/5/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,12/5/2016,4/12/2020,Cycle Inspection / Initial Inspection,40.75341346,-73.9942936,104,3,11100,1013565,1007590014,MN13
50053086,TIKKA INDIAN GRILL,Queens,11930,METROPOLITAN AVE,11415,7184801307,Indian,7/16/2019,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.70603033,-73.83142952,409,29,14000,4192762,4092310011,QN60
41470093,BLUTOS PUB,Queens,4503,162 STREET,11358,7184602526,American,4/5/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,24,,,4/12/2020,Cycle Inspection / Initial Inspection,40.75595902,-73.80457427,407,20,119100,4123260,4054410038,QN52
50001976,TROPICAL ISLE CARRIBEAN RESTAURANT,Queens,118-19,LIBERTY AVENUE,11419,7188484753,Caribbean,9/30/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,34,,,4/12/2020,Cycle Inspection / Initial Inspection,40.68606038,-73.82481324,410,28,10600,4203688,4095560029,QN55
50037848,HONG KONG EXPRESS,Queens,989,WYCKOFF AVENUE,11385,7184561858,Chinese,6/20/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,16,,,4/12/2020,Cycle Inspection / Initial Inspection,40.69606893,-73.90490689,405,34,55500,4085604,4035510003,QN20
50068391,KASTELI MARKET,Manhattan,374,8 AVENUE,10001,2129471043,Delicatessen,8/20/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,22,,,4/12/2020,Pre-permit (Operational) / Compliance Inspection,40.74885174,-73.99587839,105,3,9500,1014274,1007780073,MN17
50068749,FESTAC GRILL AND LOUNGE,Brooklyn,263,HENDRIX STREET,11207,3477393015,African,11/28/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,B,11/28/2017,4/12/2020,Pre-permit (Operational) / Re-inspection,40.67571969,-73.89014412,305,37,119800,3327097,3039630033,BK82
41358451,ZEREGA LITTLE VIENNA DELI,Bronx,1130,ZEREGA AVENUE,10462,7188295011,Delicatessen,7/19/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,21,,,4/12/2020,Cycle Inspection / Initial Inspection,40.8314076,-73.84458943,209,13,9600,2094889,2038400100,BX59
50088847,SUBWAY,Brooklyn,5601,5 AVENUE,11220,9149244976,Sandwiches,5/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,18,B,5/13/2019,4/12/2020,Pre-permit (Operational) / Re-inspection,40.64165115,-74.0138943,307,38,10200,3015377,3008400010,BK34
50101538,DA CHENG XIAO DIAN,Queens,4307,MAIN ST,11355,8049373830,Chinese,3/11/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,13,A,3/11/2020,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.75228091,-73.82670655,407,20,79701,4116333,4051400006,QN22
41042200,MAMA'S BAR,Manhattan,3234,AVENUE B,,2127775729,American,10/26/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,27,B,10/26/2018,4/12/2020,Cycle Inspection / Re-inspection,0,0,,,,,1,
50076919,YOGURT LA CREPE,Queens,2902,DITMARS BLVD,11105,9179326930,Jewish/Kosher,5/6/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,47,,,4/12/2020,Cycle Inspection / Initial Inspection,40.77671271,-73.91155039,401,22,11500,4017608,4008440032,QN72
41147661,RAJA SWEETS & FAST FOOD,Queens,7231,37 AVENUE,11372,7184243600,Indian,6/5/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,47,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74880493,-73.89328216,403,25,29100,4462992,4012720036,QN28
41630358,FAY DA BAKERY,Queens,4024,COLLEGE POINT BOULEVARD,11354,7184469331,Bakery,3/7/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,12,A,3/7/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.75744369,-73.83405302,407,20,87100,4000000,4050667502,QN22
41416119,TASTY'S DINER,Queens,3304,DITMARS BOULEVARD,11105,7187778830,American,3/16/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,3/16/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.77527836,-73.90951595,401,22,11700,4017007,4008320053,QN72
50080769,MANDI HOUSE,Staten Island,58,RICHMOND TERRACE,10301,7188168458,Middle Eastern,10/22/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,15,,,4/12/2020,Cycle Inspection / Initial Inspection,40.6441351,-74.0766233,501,49,300,5000069,5000070070,SI22
41293886,SUBWAY,Manhattan,731,COLUMBUS AVENUE,10025,2122226014,Sandwiches,2/27/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,24,,,4/12/2020,Cycle Inspection / Initial Inspection,40.79259044,-73.96770602,107,6,18100,1031706,1012090001,MN12
